timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739683735.164,-40.527,-51.270,-38.086,-42.480,0.000,dhp
1739683735.168,-39.062,-46.875,-36.133,-42.480,0.000,dhp
1739683735.172,-39.551,-45.410,-37.598,-37.109,0.000,dhp
1739683735.176,-34.668,-46.387,-38.574,-31.738,0.000,dhp
1739683735.180,-26.367,-46.387,-38.574,-25.879,0.000,dhp
1739683735.184,-20.996,-41.016,-40.039,-20.020,0.000,dhp
1739683735.187,-19.043,-40.039,-43.457,-22.461,0.000,dhp
1739683735.191,-13.672,-42.480,-39.551,-20.020,0.000,dhp
1739683735.195,-7.324,-45.898,-39.551,-19.531,0.000,dhp
1739683735.199,-13.672,-42.480,-44.434,-29.785,0.000,dhp
1739683735.203,-20.020,-36.133,-42.480,-38.574,0.000,dhp
1739683735.207,-22.461,-43.457,-38.086,-46.875,0.000,dhp
1739683735.211,-27.344,-52.246,-40.039,-52.734,0.000,dhp
1739683735.215,-22.949,-43.457,-41.992,-53.711,0.000,dhp
1739683735.219,-16.113,-33.203,-38.086,-53.223,0.000,dhp
1739683735.223,-21.484,-34.668,-37.598,-57.129,0.000,dhp
1739683735.227,-25.879,-38.086,-36.621,-52.246,0.000,dhp
1739683735.230,-22.461,-39.551,-34.668,-49.316,0.000,dhp
1739683735.234,-25.391,-38.086,-33.203,-50.293,0.000,dhp
1739683735.238,-29.297,-42.480,-38.574,-53.223,0.000,dhp
1739683735.242,-36.621,-40.039,-45.410,-66.895,0.000,dhp
1739683735.246,-41.504,-36.621,-45.898,-70.801,0.000,dhp
1739683735.250,-33.203,-41.016,-43.945,-66.895,0.000,dhp
1739683735.254,-35.645,-39.062,-41.504,-65.918,0.000,dhp
1739683735.258,-43.457,-38.574,-40.039,-62.988,0.000,dhp
1739683735.262,-42.969,-41.016,-44.922,-62.012,0.000,dhp
1739683735.266,-38.574,-41.992,-48.828,-62.500,0.000,dhp
1739683735.269,-33.691,-40.039,-50.293,-54.688,0.000,dhp
1739683735.273,-32.227,-35.156,-49.805,-52.734,0.000,dhp
1739683735.277,-35.156,-42.969,-55.176,-53.711,0.000,dhp
1739683735.281,-32.715,-47.363,-56.152,-49.316,0.000,dhp
1739683735.285,-24.414,-39.062,-50.293,-45.898,0.000,dhp
1739683735.289,-26.855,-30.762,-47.852,-51.270,0.000,dhp
1739683735.293,-28.320,-28.809,-45.898,-41.992,0.000,dhp
1739683735.297,-26.367,-37.109,-45.410,-28.320,0.000,dhp
1739683735.301,-18.066,-38.086,-41.504,-20.996,0.000,dhp
1739683735.305,-25.391,-31.250,-43.457,-27.344,0.000,dhp
1739683735.309,-40.039,-28.809,-46.387,-36.621,0.000,dhp
1739683735.312,-43.457,-34.180,-47.363,-27.344,0.000,dhp
1739683735.316,-43.945,-36.621,-46.387,-20.508,0.000,dhp
1739683735.320,-44.922,-31.738,-47.363,-26.367,0.000,dhp
1739683735.324,-42.480,-29.297,-52.246,-22.949,0.000,dhp
1739683735.328,-41.992,-35.156,-51.270,-15.625,0.000,dhp
1739683735.332,-40.039,-31.250,-49.316,-17.578,0.000,dhp
1739683735.336,-41.504,-28.320,-45.898,-18.066,0.000,dhp
1739683735.340,-45.410,-39.551,-43.457,-17.578,0.000,dhp
1739683735.344,-47.852,-39.062,-40.527,-23.438,0.000,dhp
1739683735.348,-52.734,-29.785,-38.574,-27.344,0.000,dhp
1739683735.351,-50.781,-33.691,-40.039,-30.273,0.000,dhp
1739683735.355,-51.270,-42.480,-42.480,-36.133,0.000,dhp
1739683735.359,-52.246,-42.969,-45.898,-35.156,0.000,dhp
1739683735.363,-44.434,-35.156,-47.852,-38.574,0.000,dhp
1739683735.367,-44.922,-33.691,-53.223,-39.551,0.000,dhp
1739683735.371,-46.387,-38.086,-54.688,-36.133,0.000,dhp
1739683735.375,-36.133,-40.039,-52.734,-31.250,0.000,dhp
1739683735.379,-32.715,-38.086,-48.340,-32.715,0.000,dhp
1739683735.383,-24.414,-35.645,-41.504,-28.809,0.000,dhp
1739683735.387,-31.738,-32.715,-42.969,-21.973,0.000,dhp
1739683735.390,-48.340,-28.809,-44.434,-21.484,0.000,dhp
1739683735.394,-42.480,-28.809,-41.016,-14.160,0.000,dhp
1739683735.398,-29.297,-30.273,-35.156,-5.859,0.000,dhp
1739683735.402,-17.578,-31.738,-38.086,-3.906,0.000,dhp
1739683735.406,-23.438,-30.273,-42.480,-16.113,0.000,dhp
1739683735.410,-18.555,-30.273,-41.016,-21.973,0.000,dhp
1739683735.414,-6.348,-30.273,-41.016,-15.137,0.000,dhp
1739683735.418,-9.277,-33.691,-41.016,-13.184,0.000,dhp
1739683735.422,-13.184,-37.598,-41.992,-17.578,0.000,dhp
1739683735.426,-20.508,-40.039,-41.504,-24.902,0.000,dhp
1739683735.429,-26.367,-42.480,-45.898,-36.133,0.000,dhp
1739683735.433,-24.902,-36.621,-48.340,-33.203,0.000,dhp
1739683735.437,-24.902,-31.738,-45.410,-27.832,0.000,dhp
1739683735.441,-30.273,-28.809,-40.039,-26.367,0.000,dhp
1739683735.445,-39.062,-28.809,-41.504,-28.809,0.000,dhp
1739683735.449,-42.480,-31.250,-47.363,-31.250,0.000,dhp
1739683735.453,-39.062,-35.645,-43.457,-30.273,0.000,dhp
1739683735.457,-37.109,-41.992,-35.645,-25.391,0.000,dhp
1739683735.461,-37.109,-41.504,-36.621,-28.809,0.000,dhp
1739683735.465,-30.762,-31.738,-43.457,-36.133,0.000,dhp
1739683735.469,-21.484,-31.250,-42.969,-26.855,0.000,dhp
1739683735.472,-27.832,-43.457,-42.969,-22.461,0.000,dhp
1739683735.476,-24.414,-46.387,-41.992,-26.855,0.000,dhp
1739683735.480,-18.555,-44.922,-41.504,-25.391,0.000,dhp
1739683735.484,-21.973,-43.457,-41.016,-24.414,0.000,dhp
1739683735.488,-21.484,-37.598,-38.574,-25.879,0.000,dhp
1739683735.492,-28.809,-39.551,-40.527,-27.832,0.000,dhp
1739683735.496,-22.949,-44.434,-39.551,-29.785,0.000,dhp
1739683735.500,-11.719,-36.133,-38.574,-32.227,0.000,dhp
1739683735.504,-13.672,-33.203,-39.551,-30.762,0.000,dhp
1739683735.508,-12.695,-33.691,-43.457,-24.902,0.000,dhp
1739683735.511,-8.789,-31.738,-45.898,-23.438,0.000,dhp
1739683735.515,-6.836,-32.227,-43.457,-30.273,0.000,dhp
1739683735.519,-3.418,-33.203,-41.016,-31.738,0.000,dhp
1739683735.523,-2.441,-35.645,-41.504,-20.996,0.000,dhp
1739683735.527,-8.789,-37.109,-41.016,-23.438,0.000,dhp
1739683735.531,-15.137,-40.039,-39.551,-33.203,0.000,dhp
1739683735.535,-13.672,-41.016,-38.574,-37.598,0.000,dhp
1739683735.539,-15.625,-35.156,-40.039,-33.691,0.000,dhp
1739683735.543,-16.602,-24.414,-36.133,-20.508,0.000,dhp
1739683735.547,-19.043,-24.902,-32.715,-18.555,0.000,dhp
1739683735.551,-31.738,-35.645,-35.156,-28.809,0.000,dhp
1739683735.554,-40.527,-43.457,-36.133,-24.414,0.000,dhp
1739683735.558,-37.109,-42.480,-36.133,-25.879,0.000,dhp
1739683735.562,-35.645,-39.062,-30.273,-42.480,0.000,dhp
1739683735.566,-35.645,-40.527,-26.855,-45.898,0.000,dhp
1739683735.570,-28.809,-42.480,-28.320,-37.598,0.000,dhp
1739683735.574,-22.461,-43.457,-31.250,-43.945,0.000,dhp
1739683735.578,-21.973,-50.293,-29.785,-40.039,0.000,dhp
1739683735.582,-43.457,-49.805,-29.785,-35.645,0.000,dhp
1739683735.586,-60.059,-44.922,-32.715,-39.551,0.000,dhp
1739683735.590,-50.781,-44.922,-32.715,-29.297,0.000,dhp
1739683735.593,-26.367,-47.852,-30.762,-24.414,0.000,dhp
1739683735.597,-20.020,-50.781,-31.738,-29.785,0.000,dhp
1739683735.601,-35.645,-50.293,-31.250,-29.297,0.000,dhp
1739683735.605,-45.898,-55.176,-27.832,-25.879,0.000,dhp
1739683735.609,-45.410,-53.223,-28.809,-32.227,0.000,dhp
1739683735.613,-50.781,-54.688,-29.297,-29.785,0.000,dhp
1739683735.617,-62.012,-53.711,-26.855,-21.484,0.000,dhp
1739683735.621,-56.641,-45.410,-25.391,-26.855,0.000,dhp
1739683735.625,-40.039,-48.340,-23.926,-33.691,0.000,dhp
1739683735.629,-36.133,-56.641,-34.668,-38.086,0.000,dhp
1739683735.633,-42.480,-54.688,-37.598,-38.574,0.000,dhp
1739683735.636,-51.758,-49.316,-29.297,-39.551,0.000,dhp
1739683735.640,-53.711,-51.270,-28.320,-41.016,0.000,dhp
1739683735.644,-54.199,-56.641,-30.273,-42.969,0.000,dhp
1739683735.648,-49.316,-57.617,-24.414,-40.527,0.000,dhp
1739683735.652,-43.457,-58.594,-22.461,-33.691,0.000,dhp
1739683735.656,-47.363,-66.895,-26.855,-28.809,0.000,dhp
1739683735.660,-54.688,-68.359,-26.367,-30.762,0.000,dhp
1739683735.664,-62.012,-56.152,-20.020,-38.086,0.000,dhp
1739683735.668,-54.688,-57.129,-21.484,-29.785,0.000,dhp
1739683735.672,-37.109,-56.641,-31.250,-21.973,0.000,dhp
1739683735.675,-34.180,-47.363,-34.180,-30.762,0.000,dhp
1739683735.679,-46.875,-49.316,-33.691,-43.457,0.000,dhp
1739683735.683,-40.039,-55.176,-33.691,-38.574,0.000,dhp
1739683735.687,-23.926,-57.129,-35.156,-23.926,0.000,dhp
