timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739682669.746,-40.039,-36.133,-34.668,-43.457,0.000,null
1739682669.750,-33.691,-30.273,-30.273,-43.945,0.000,null
1739682669.754,-36.621,-25.391,-27.832,-43.945,0.000,null
1739682669.758,-45.410,-28.809,-37.109,-46.875,0.000,null
1739682669.762,-52.246,-33.691,-39.062,-49.805,0.000,null
1739682669.766,-45.898,-41.504,-37.109,-39.062,0.000,null
1739682669.769,-40.039,-40.527,-35.645,-28.809,0.000,null
1739682669.773,-35.645,-33.691,-37.109,-33.691,0.000,null
1739682669.777,-30.762,-30.762,-42.969,-37.598,0.000,null
1739682669.781,-29.785,-36.621,-41.504,-27.344,0.000,null
1739682669.785,-43.457,-39.062,-35.645,-21.484,0.000,null
1739682669.789,-52.246,-30.762,-29.785,-22.461,0.000,null
1739682669.793,-52.246,-29.785,-30.273,-30.273,0.000,null
1739682669.796,-50.293,-32.227,-31.738,-29.297,0.000,null
1739682669.800,-45.898,-30.762,-32.227,-20.020,0.000,null
1739682669.804,-42.969,-30.273,-33.691,-21.973,0.000,null
1739682669.808,-41.504,-28.320,-35.645,-28.809,0.000,null
1739682669.812,-38.086,-30.273,-37.109,-20.996,0.000,null
1739682669.816,-36.621,-30.762,-34.180,-17.578,0.000,null
1739682669.820,-37.109,-26.367,-32.227,-25.391,0.000,null
1739682669.824,-34.180,-28.320,-32.715,-28.320,0.000,null
1739682669.828,-19.531,-27.344,-35.156,-17.578,0.000,null
1739682669.832,-16.602,-19.531,-37.109,-17.090,0.000,null
1739682669.835,-26.855,-26.855,-32.715,-23.438,0.000,null
1739682669.839,-30.273,-31.250,-36.133,-22.949,0.000,null
1739682669.843,-27.344,-27.344,-44.922,-28.809,0.000,null
1739682669.847,-26.367,-30.762,-39.062,-31.250,0.000,null
1739682669.851,-26.367,-37.598,-28.320,-29.297,0.000,null
1739682669.855,-25.879,-39.062,-30.762,-33.203,0.000,null
1739682669.859,-24.902,-33.203,-34.668,-33.691,0.000,null
1739682669.862,-22.461,-34.668,-35.156,-28.809,0.000,null
1739682669.866,-21.973,-37.598,-35.156,-23.926,0.000,null
1739682669.870,-19.043,-41.016,-30.273,-15.625,0.000,null
1739682669.874,-19.043,-35.645,-22.949,-15.625,0.000,null
1739682669.878,-20.996,-30.273,-25.391,-17.578,0.000,null
1739682669.882,-11.230,-29.297,-27.832,-12.207,0.000,null
1739682669.886,-6.836,-30.762,-30.762,-9.277,0.000,null
1739682669.890,-20.996,-25.879,-35.645,-17.578,0.000,null
1739682669.893,-23.926,-26.367,-31.738,-14.648,0.000,null
1739682669.897,-7.324,-28.320,-26.855,-2.930,0.000,null
1739682669.901,-9.766,-22.949,-28.320,-14.160,0.000,null
1739682669.905,-18.066,-25.879,-33.203,-27.344,0.000,null
1739682669.909,-5.371,-27.344,-36.621,-20.020,0.000,null
1739682669.913,2.930,-22.949,-32.715,-6.836,0.000,null
1739682669.917,-8.301,-22.461,-34.668,-12.207,0.000,null
1739682669.921,-20.020,-20.020,-41.016,-32.715,0.000,null
1739682669.925,-7.812,-21.484,-43.945,-34.180,0.000,null
1739682669.928,6.348,-28.320,-38.086,-11.719,0.000,null
1739682669.932,-2.441,-24.902,-31.738,-7.324,0.000,null
1739682669.936,-19.043,-20.020,-37.598,-32.227,0.000,null
1739682669.940,-17.090,-24.414,-44.922,-35.156,0.000,null
1739682669.944,-4.883,-30.273,-41.504,-23.438,0.000,null
1739682669.948,-7.324,-30.273,-30.762,-23.438,0.000,null
1739682669.952,-14.648,-28.320,-25.879,-25.391,0.000,null
1739682669.956,-18.066,-29.785,-27.832,-23.438,0.000,null
1739682669.959,-14.648,-33.203,-32.227,-20.020,0.000,null
1739682669.963,-15.137,-30.762,-33.691,-22.949,0.000,null
1739682669.967,-20.508,-28.809,-30.762,-23.926,0.000,null
1739682669.971,-16.602,-35.645,-31.250,-16.602,0.000,null
1739682669.975,-10.254,-33.691,-35.156,-15.137,0.000,null
1739682669.979,-8.301,-28.809,-32.715,-12.207,0.000,null
1739682669.983,-7.812,-33.691,-30.273,-10.742,0.000,null
1739682669.986,-7.324,-36.621,-34.668,-11.230,0.000,null
1739682669.990,-3.906,-36.621,-36.621,-12.695,0.000,null
1739682669.994,-0.977,-34.180,-32.227,-14.160,0.000,null
1739682669.998,-3.418,-34.180,-35.645,-17.090,0.000,null
1739682670.002,-14.648,-34.180,-42.480,-24.902,0.000,null
1739682670.006,-22.461,-39.062,-43.945,-25.879,0.000,null
1739682670.010,-27.832,-39.551,-43.945,-33.691,0.000,null
1739682670.014,-27.832,-35.645,-42.969,-38.086,0.000,null
1739682670.018,-22.949,-34.668,-43.457,-36.133,0.000,null
1739682670.022,-20.020,-32.227,-40.527,-35.156,0.000,null
1739682670.025,-20.020,-28.809,-32.227,-29.785,0.000,null
1739682670.029,-18.066,-31.738,-29.297,-26.855,0.000,null
1739682670.033,-14.160,-34.668,-35.645,-27.832,0.000,null
1739682670.037,-12.695,-32.715,-36.133,-28.809,0.000,null
1739682670.041,-19.043,-27.344,-37.598,-32.715,0.000,null
1739682670.045,-26.855,-32.715,-40.039,-31.250,0.000,null
1739682670.049,-28.320,-41.016,-36.621,-25.879,0.000,null
1739682670.052,-33.203,-36.133,-37.109,-33.203,0.000,null
1739682670.056,-37.109,-38.574,-39.551,-39.551,0.000,null
1739682670.060,-36.621,-42.480,-38.086,-33.203,0.000,null
1739682670.064,-41.992,-44.922,-35.156,-29.297,0.000,null
1739682670.068,-47.363,-41.504,-32.715,-31.738,0.000,null
1739682670.072,-48.828,-36.133,-33.203,-28.320,0.000,null
1739682670.076,-39.551,-35.156,-30.273,-15.625,0.000,null
1739682670.079,-32.227,-36.133,-33.203,-12.695,0.000,null
1739682670.083,-34.180,-36.133,-34.668,-13.184,0.000,null
1739682670.087,-31.250,-35.645,-31.250,-7.812,0.000,null
1739682670.091,-24.414,-34.180,-31.738,-5.859,0.000,null
1739682670.095,-24.414,-34.180,-37.598,-10.742,0.000,null
1739682670.099,-29.297,-30.762,-40.039,-22.461,0.000,null
1739682670.103,-27.832,-27.832,-34.180,-24.902,0.000,null
1739682670.107,-28.809,-34.668,-33.203,-24.902,0.000,null
1739682670.111,-31.738,-34.180,-30.273,-20.996,0.000,null
1739682670.115,-31.250,-30.273,-26.855,-20.996,0.000,null
1739682670.118,-31.738,-37.598,-27.832,-22.949,0.000,null
1739682670.122,-24.414,-35.156,-27.344,-20.996,0.000,null
1739682670.126,-21.484,-30.273,-28.320,-29.297,0.000,null
1739682670.130,-29.297,-35.156,-33.691,-33.691,0.000,null
1739682670.134,-36.133,-31.738,-35.156,-35.645,0.000,null
1739682670.138,-28.320,-30.273,-33.203,-36.133,0.000,null
1739682670.142,-34.180,-36.133,-35.645,-37.598,0.000,null
1739682670.145,-43.457,-32.715,-31.738,-39.551,0.000,null
1739682670.149,-38.574,-30.762,-28.809,-30.273,0.000,null
1739682670.153,-32.227,-38.086,-25.879,-16.113,0.000,null
1739682670.157,-31.250,-31.250,-18.555,-22.949,0.000,null
1739682670.161,-36.621,-32.715,-23.438,-37.109,0.000,null
