timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739682745.407,-25.879,-36.133,-25.391,-32.715,0.000,null
1739682745.411,-37.598,-35.156,-30.273,-42.480,0.000,null
1739682745.414,-37.109,-35.645,-33.203,-46.387,0.000,null
1739682745.418,-28.320,-33.691,-32.715,-40.527,0.000,null
1739682745.422,-33.691,-36.133,-32.227,-38.574,0.000,null
1739682745.426,-32.227,-40.039,-25.879,-30.762,0.000,null
1739682745.430,-31.738,-40.039,-20.996,-25.391,0.000,null
1739682745.434,-31.250,-43.457,-20.508,-20.508,0.000,null
1739682745.438,-34.180,-38.574,-21.484,-29.297,0.000,null
1739682745.442,-41.504,-36.621,-26.367,-34.668,0.000,null
1739682745.446,-38.086,-41.992,-26.855,-29.297,0.000,null
1739682745.449,-48.340,-47.363,-29.297,-35.156,0.000,null
1739682745.453,-56.641,-41.992,-33.203,-39.062,0.000,null
1739682745.457,-37.598,-36.621,-32.227,-29.785,0.000,null
1739682745.461,-37.598,-39.551,-29.297,-27.344,0.000,null
1739682745.465,-52.246,-44.922,-28.809,-35.645,0.000,null
1739682745.469,-47.852,-44.434,-40.039,-34.180,0.000,null
1739682745.473,-40.039,-45.410,-36.133,-28.320,0.000,null
1739682745.477,-28.320,-42.480,-26.367,-20.508,0.000,null
1739682745.481,-22.949,-40.527,-30.273,-11.230,0.000,null
1739682745.484,-30.273,-32.715,-31.738,-20.996,0.000,null
1739682745.488,-31.250,-27.832,-37.598,-29.297,0.000,null
1739682745.492,-28.320,-34.668,-46.875,-22.949,0.000,null
1739682745.496,-23.926,-32.715,-40.039,-15.625,0.000,null
1739682745.500,-21.484,-26.855,-29.785,-20.996,0.000,null
1739682745.504,-20.508,-26.367,-30.762,-27.832,0.000,null
1739682745.508,-18.555,-31.250,-22.949,-23.926,0.000,null
1739682745.512,-28.809,-30.762,-17.090,-24.414,0.000,null
1739682745.515,-34.668,-30.762,-20.020,-29.785,0.000,null
1739682745.519,-30.762,-34.668,-22.461,-20.020,0.000,null
1739682745.523,-33.203,-38.574,-25.879,-12.695,0.000,null
1739682745.527,-34.668,-40.527,-24.902,-13.672,0.000,null
1739682745.531,-33.691,-38.086,-21.973,-16.113,0.000,null
1739682745.535,-41.504,-33.203,-21.973,-26.367,0.000,null
1739682745.539,-46.875,-30.762,-26.367,-37.598,0.000,null
1739682745.543,-44.434,-28.320,-29.297,-39.551,0.000,null
1739682745.546,-44.434,-31.250,-29.297,-37.109,0.000,null
1739682745.550,-42.969,-39.062,-32.715,-33.203,0.000,null
1739682745.554,-40.039,-44.922,-33.203,-31.250,0.000,null
1739682745.558,-33.203,-39.062,-32.227,-34.180,0.000,null
1739682745.562,-37.109,-31.738,-33.203,-38.086,0.000,null
1739682745.566,-34.180,-35.156,-29.297,-28.320,0.000,null
1739682745.570,-16.113,-36.621,-24.902,-5.859,0.000,null
1739682745.574,-14.648,-37.109,-25.879,-7.812,0.000,null
1739682745.578,-23.926,-38.086,-33.203,-26.367,0.000,null
1739682745.582,-21.973,-34.180,-38.086,-26.855,0.000,null
1739682745.585,-17.090,-31.250,-32.227,-15.137,0.000,null
1739682745.589,-12.695,-26.855,-26.855,-8.789,0.000,null
1739682745.593,-9.766,-28.809,-29.297,-13.672,0.000,null
1739682745.597,-11.230,-32.715,-34.668,-24.414,0.000,null
1739682745.601,-7.812,-25.879,-37.109,-24.902,0.000,null
1739682745.605,-5.371,-24.902,-36.133,-24.414,0.000,null
1739682745.609,-11.719,-34.180,-37.598,-31.250,0.000,null
1739682745.613,-19.043,-41.992,-35.645,-26.367,0.000,null
1739682745.616,-9.277,-41.992,-31.250,-15.625,0.000,null
1739682745.620,-8.301,-35.645,-35.156,-20.020,0.000,null
1739682745.624,-21.484,-31.250,-42.969,-30.762,0.000,null
1739682745.628,-15.625,-34.668,-42.480,-28.320,0.000,null
1739682745.632,-11.230,-34.668,-37.598,-27.832,0.000,null
1739682745.636,-10.742,-31.738,-33.203,-27.344,0.000,null
1739682745.640,-7.324,-30.762,-31.738,-26.855,0.000,null
1739682745.644,-12.695,-31.250,-33.691,-31.738,0.000,null
1739682745.647,-9.766,-31.250,-35.156,-26.855,0.000,null
1739682745.651,-8.301,-34.180,-35.645,-19.531,0.000,null
1739682745.655,-8.789,-39.551,-40.039,-19.043,0.000,null
1739682745.659,-2.441,-40.039,-36.621,-14.160,0.000,null
1739682745.663,-10.742,-35.645,-29.297,-16.113,0.000,null
1739682745.667,-25.391,-33.691,-30.762,-24.902,0.000,null
1739682745.671,-15.625,-32.227,-33.691,-20.020,0.000,null
1739682745.675,-14.160,-29.297,-32.715,-16.113,0.000,null
1739682745.679,-18.066,-28.320,-29.785,-18.555,0.000,null
1739682745.682,-13.672,-32.715,-29.785,-23.926,0.000,null
1739682745.686,-18.066,-41.992,-38.574,-25.879,0.000,null
1739682745.690,-26.367,-40.039,-38.574,-29.297,0.000,null
1739682745.694,-31.250,-36.133,-29.297,-34.668,0.000,null
1739682745.698,-35.156,-43.457,-29.785,-32.227,0.000,null
1739682745.702,-32.715,-44.434,-36.133,-25.391,0.000,null
1739682745.706,-28.320,-41.016,-34.180,-24.414,0.000,null
1739682745.710,-29.297,-35.645,-33.203,-28.320,0.000,null
1739682745.714,-19.043,-31.250,-32.227,-27.832,0.000,null
1739682745.717,-13.184,-35.645,-30.273,-20.508,0.000,null
1739682745.721,-35.156,-35.645,-31.250,-26.367,0.000,null
1739682745.725,-42.969,-33.691,-31.738,-30.762,0.000,null
1739682745.729,-40.039,-39.551,-30.273,-21.973,0.000,null
1739682745.733,-45.898,-43.457,-27.832,-23.438,0.000,null
1739682745.737,-48.340,-41.016,-27.344,-31.738,0.000,null
1739682745.741,-44.434,-42.480,-29.785,-34.180,0.000,null
1739682745.745,-38.086,-41.992,-33.691,-34.668,0.000,null
1739682745.748,-29.785,-37.598,-33.691,-30.273,0.000,null
1739682745.752,-23.438,-34.180,-29.297,-24.414,0.000,null
1739682745.756,-22.949,-30.762,-29.785,-21.973,0.000,null
1739682745.760,-26.367,-28.809,-31.738,-20.996,0.000,null
1739682745.764,-24.902,-32.715,-30.762,-25.879,0.000,null
1739682745.768,-29.297,-31.738,-32.715,-32.227,0.000,null
1739682745.772,-15.137,-27.832,-29.785,-27.832,0.000,null
1739682745.776,-15.625,-33.691,-27.832,-31.250,0.000,null
1739682745.779,-32.227,-38.086,-32.715,-38.574,0.000,null
1739682745.783,-35.645,-34.668,-32.227,-39.062,0.000,null
1739682745.787,-36.621,-37.109,-32.715,-42.969,0.000,null
1739682745.791,-34.668,-38.574,-35.156,-44.922,0.000,null
1739682745.795,-38.574,-36.621,-36.621,-45.410,0.000,null
1739682745.799,-41.016,-42.480,-34.180,-43.945,0.000,null
1739682745.803,-42.480,-41.504,-30.273,-39.551,0.000,null
1739682745.807,-39.551,-43.457,-30.273,-33.691,0.000,null
1739682745.811,-43.457,-44.434,-35.156,-38.086,0.000,null
1739682745.815,-42.969,-39.062,-33.691,-44.434,0.000,null
1739682745.818,-35.645,-41.504,-28.809,-39.062,0.000,null
1739682745.822,-38.086,-42.480,-28.320,-33.203,0.000,null
1739682745.826,-38.086,-36.133,-29.785,-31.738,0.000,null
1739682745.830,-34.180,-31.250,-31.738,-33.203,0.000,null
1739682745.834,-32.227,-31.738,-31.250,-30.762,0.000,null
1739682745.838,-28.809,-31.738,-27.832,-24.902,0.000,null
1739682745.842,-38.086,-28.809,-24.902,-29.297,0.000,null
1739682745.846,-43.457,-35.645,-28.809,-28.809,0.000,null
1739682745.849,-38.086,-39.062,-29.785,-20.508,0.000,null
1739682745.853,-38.086,-41.992,-28.809,-16.602,0.000,null
1739682745.857,-47.363,-37.598,-29.297,-26.855,0.000,null
1739682745.861,-45.898,-32.227,-26.855,-21.484,0.000,null
1739682745.865,-42.969,-40.527,-30.762,-11.719,0.000,null
1739682745.869,-46.387,-44.434,-34.668,-17.090,0.000,null
1739682745.873,-43.945,-46.875,-32.715,-23.438,0.000,null
1739682745.877,-40.527,-46.875,-36.133,-25.879,0.000,null
1739682745.880,-33.203,-41.504,-39.062,-19.531,0.000,null
1739682745.884,-36.133,-44.922,-39.551,-23.438,0.000,null
1739682745.888,-34.668,-46.875,-37.598,-35.156,0.000,null
1739682745.892,-28.320,-43.945,-32.227,-37.109,0.000,null
1739682745.896,-32.715,-42.969,-25.391,-31.738,0.000,null
1739682745.900,-38.086,-37.109,-22.461,-33.691,0.000,null
1739682745.904,-37.598,-29.785,-26.855,-35.645,0.000,null
1739682745.908,-30.762,-36.133,-32.227,-28.809,0.000,null
1739682745.912,-23.926,-39.062,-33.691,-25.391,0.000,null
1739682745.916,-25.391,-29.785,-34.180,-31.250,0.000,null
1739682745.919,-28.320,-27.832,-41.016,-33.691,0.000,null
1739682745.923,-32.715,-31.738,-40.039,-35.645,0.000,null
1739682745.927,-37.598,-30.273,-31.250,-42.969,0.000,null
1739682745.931,-36.621,-30.273,-32.227,-38.086,0.000,null
1739682745.935,-39.062,-33.691,-35.156,-33.203,0.000,null
1739682745.939,-37.598,-37.109,-32.227,-34.668,0.000,null
1739682745.943,-36.621,-39.062,-28.809,-23.926,0.000,null
1739682745.947,-47.363,-33.203,-34.668,-26.855,0.000,null
1739682745.950,-50.781,-28.809,-33.691,-34.180,0.000,null
1739682745.954,-52.734,-30.762,-32.227,-35.156,0.000,null
1739682745.958,-49.316,-31.738,-32.227,-32.715,0.000,null
