timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739683516.204,-20.020,-32.715,-31.250,-20.508,0.000,dhp
1739683516.208,-12.695,-30.762,-34.668,-20.508,0.000,dhp
1739683516.212,-25.391,-31.738,-39.551,-19.043,0.000,dhp
1739683516.216,-29.297,-34.668,-41.016,-21.484,0.000,dhp
1739683516.220,-21.484,-35.156,-36.133,-23.926,0.000,dhp
1739683516.224,-22.461,-37.598,-31.250,-21.973,0.000,dhp
1739683516.228,-26.855,-32.715,-32.227,-19.043,0.000,dhp
1739683516.231,-23.926,-25.879,-32.227,-27.344,0.000,dhp
1739683516.235,-15.137,-32.227,-30.273,-22.461,0.000,dhp
1739683516.239,-9.766,-37.598,-34.180,-4.883,0.000,dhp
1739683516.243,-6.836,-35.645,-32.715,-3.418,0.000,dhp
1739683516.247,-9.277,-31.738,-26.855,-8.301,0.000,dhp
1739683516.251,-4.883,-25.879,-23.438,0.488,0.000,dhp
1739683516.255,0.488,-24.902,-25.879,5.859,0.000,dhp
1739683516.259,-8.789,-25.879,-31.738,-5.859,0.000,dhp
1739683516.263,-6.836,-21.973,-26.367,-12.695,0.000,dhp
1739683516.267,3.418,-22.949,-23.438,-8.789,0.000,dhp
1739683516.270,0.977,-29.297,-28.320,-16.602,0.000,dhp
1739683516.274,-9.277,-30.273,-31.250,-25.391,0.000,dhp
1739683516.278,-15.625,-27.832,-30.273,-19.043,0.000,dhp
1739683516.282,-6.348,-25.391,-29.297,-10.254,0.000,dhp
1739683516.286,-3.906,-28.320,-30.762,-16.602,0.000,dhp
1739683516.290,-18.066,-27.344,-28.320,-22.949,0.000,dhp
1739683516.294,-21.484,-28.320,-28.809,-20.508,0.000,dhp
1739683516.298,-27.832,-30.762,-28.809,-32.227,0.000,dhp
1739683516.302,-33.691,-36.621,-33.691,-45.410,0.000,dhp
1739683516.306,-26.367,-36.133,-36.621,-41.992,0.000,dhp
1739683516.310,-28.320,-32.227,-37.598,-42.969,0.000,dhp
1739683516.313,-34.180,-33.203,-38.574,-41.016,0.000,dhp
1739683516.317,-33.691,-32.227,-40.039,-37.598,0.000,dhp
1739683516.321,-34.668,-30.762,-36.621,-34.668,0.000,dhp
1739683516.325,-30.762,-26.367,-33.203,-33.203,0.000,dhp
1739683516.329,-18.555,-30.762,-37.109,-33.203,0.000,dhp
1739683516.333,-20.020,-31.738,-37.109,-40.039,0.000,dhp
1739683516.337,-22.461,-28.320,-32.227,-39.062,0.000,dhp
1739683516.341,-10.742,-32.227,-29.297,-27.832,0.000,dhp
1739683516.345,2.441,-32.715,-31.250,-23.438,0.000,dhp
1739683516.349,1.465,-28.320,-33.691,-24.902,0.000,dhp
1739683516.352,-5.859,-30.762,-34.668,-15.137,0.000,dhp
1739683516.356,-15.625,-31.738,-37.109,-12.207,0.000,dhp
1739683516.360,-8.301,-30.273,-34.668,-17.090,0.000,dhp
1739683516.364,0.488,-30.762,-31.738,-14.160,0.000,dhp
1739683516.368,-3.906,-19.531,-30.273,-10.254,0.000,dhp
1739683516.372,-9.277,-14.160,-31.250,0.488,0.000,dhp
1739683516.376,-13.672,-19.531,-33.691,-4.883,0.000,dhp
1739683516.380,-20.996,-23.926,-37.109,-23.926,0.000,dhp
1739683516.384,-19.531,-34.180,-39.062,-22.949,0.000,dhp
1739683516.388,-15.137,-37.109,-33.691,-21.484,0.000,dhp
1739683516.391,-15.137,-35.645,-30.762,-16.113,0.000,dhp
1739683516.395,-26.367,-33.691,-32.227,-19.043,0.000,dhp
1739683516.399,-41.016,-37.109,-35.645,-24.414,0.000,dhp
1739683516.403,-41.504,-38.574,-36.133,-22.461,0.000,dhp
1739683516.407,-29.785,-34.180,-34.668,-23.926,0.000,dhp
1739683516.411,-26.855,-36.133,-35.645,-26.855,0.000,dhp
1739683516.415,-29.785,-38.086,-32.715,-25.391,0.000,dhp
1739683516.419,-35.645,-35.156,-29.785,-20.996,0.000,dhp
1739683516.423,-43.945,-32.715,-32.227,-25.391,0.000,dhp
1739683516.427,-39.062,-28.320,-36.621,-32.715,0.000,dhp
1739683516.430,-34.668,-22.461,-37.598,-23.438,0.000,dhp
1739683516.434,-32.715,-27.832,-36.133,-15.137,0.000,dhp
1739683516.438,-25.879,-27.832,-39.062,-19.043,0.000,dhp
1739683516.442,-14.160,-27.832,-37.598,-20.020,0.000,dhp
1739683516.446,-7.324,-28.809,-36.133,-19.531,0.000,dhp
1739683516.450,-2.441,-23.926,-34.668,-20.508,0.000,dhp
1739683516.454,-4.883,-22.949,-31.738,-11.230,0.000,dhp
1739683516.458,-16.602,-24.902,-34.668,-16.602,0.000,dhp
1739683516.462,-26.367,-26.855,-38.086,-24.902,0.000,dhp
1739683516.466,-17.090,-31.738,-39.062,-18.555,0.000,dhp
1739683516.469,-6.836,-26.855,-37.109,-13.184,0.000,dhp
1739683516.473,-4.395,-20.996,-33.691,-8.301,0.000,dhp
1739683516.477,-9.277,-25.391,-31.738,-11.230,0.000,dhp
1739683516.481,-16.602,-27.832,-29.785,-3.418,0.000,dhp
1739683516.485,-11.719,-26.367,-28.320,-0.977,0.000,dhp
1739683516.489,-8.789,-25.879,-23.926,-7.324,0.000,dhp
1739683516.493,-17.578,-30.273,-22.461,-5.859,0.000,dhp
1739683516.497,-23.438,-31.738,-22.949,-11.230,0.000,dhp
1739683516.501,-19.043,-30.762,-22.461,-20.996,0.000,dhp
1739683516.505,-27.832,-30.273,-28.320,-17.578,0.000,dhp
1739683516.509,-20.020,-27.832,-27.832,-11.719,0.000,dhp
1739683516.512,-18.555,-26.367,-28.809,-20.020,0.000,dhp
1739683516.516,-30.273,-23.438,-33.203,-35.156,0.000,dhp
1739683516.520,-32.227,-23.438,-34.180,-33.691,0.000,dhp
1739683516.524,-35.645,-29.785,-37.109,-25.391,0.000,dhp
1739683516.528,-36.621,-34.180,-40.039,-35.156,0.000,dhp
1739683516.532,-32.227,-31.250,-41.016,-47.852,0.000,dhp
1739683516.536,-32.715,-28.320,-41.504,-41.504,0.000,dhp
1739683516.540,-33.203,-35.645,-46.387,-41.016,0.000,dhp
1739683516.544,-37.598,-34.180,-50.293,-45.898,0.000,dhp
1739683516.548,-34.668,-27.832,-46.875,-41.504,0.000,dhp
1739683516.551,-23.438,-30.762,-43.457,-39.062,0.000,dhp
1739683516.555,-20.020,-33.203,-48.340,-30.273,0.000,dhp
1739683516.559,-23.438,-35.156,-46.387,-25.391,0.000,dhp
1739683516.563,-29.297,-27.832,-38.086,-21.484,0.000,dhp
1739683516.567,-23.438,-27.832,-38.574,-17.090,0.000,dhp
1739683516.571,-18.555,-34.668,-43.945,-19.043,0.000,dhp
1739683516.575,-30.273,-32.227,-43.457,-28.809,0.000,dhp
1739683516.579,-29.785,-32.715,-36.621,-27.344,0.000,dhp
1739683516.583,-20.508,-30.762,-38.086,-21.973,0.000,dhp
1739683516.587,-22.949,-32.227,-41.992,-34.180,0.000,dhp
1739683516.590,-32.715,-33.691,-43.945,-38.574,0.000,dhp
1739683516.594,-41.504,-34.180,-47.852,-40.527,0.000,dhp
1739683516.598,-45.410,-42.969,-51.758,-42.480,0.000,dhp
1739683516.602,-39.551,-45.410,-50.293,-39.062,0.000,dhp
1739683516.606,-37.598,-38.086,-41.504,-33.691,0.000,dhp
1739683516.610,-42.969,-33.203,-41.016,-29.297,0.000,dhp
1739683516.614,-39.062,-30.762,-41.504,-33.691,0.000,dhp
1739683516.618,-37.598,-30.273,-35.645,-36.621,0.000,dhp
1739683516.622,-39.062,-30.273,-34.668,-36.621,0.000,dhp
1739683516.626,-36.621,-28.809,-38.086,-41.016,0.000,dhp
1739683516.630,-47.363,-34.668,-44.922,-42.480,0.000,dhp
1739683516.633,-52.246,-39.551,-43.457,-36.621,0.000,dhp
1739683516.637,-46.875,-35.645,-37.109,-34.668,0.000,dhp
1739683516.641,-39.551,-34.180,-42.969,-38.086,0.000,dhp
1739683516.645,-32.715,-40.527,-45.898,-32.715,0.000,dhp
1739683516.649,-32.227,-45.410,-42.969,-27.344,0.000,dhp
1739683516.653,-39.062,-35.156,-41.016,-38.086,0.000,dhp
1739683516.657,-42.480,-31.250,-35.645,-36.133,0.000,dhp
1739683516.661,-28.809,-36.621,-33.203,-19.043,0.000,dhp
1739683516.665,-20.996,-28.809,-31.738,-18.066,0.000,dhp
1739683516.668,-32.715,-34.668,-31.738,-31.738,0.000,dhp
1739683516.672,-28.320,-37.598,-29.297,-32.227,0.000,dhp
1739683516.676,-30.273,-28.809,-31.738,-31.250,0.000,dhp
1739683516.680,-34.180,-25.879,-37.109,-30.273,0.000,dhp
1739683516.684,-32.227,-36.133,-31.738,-21.484,0.000,dhp
1739683516.688,-31.738,-45.410,-23.438,-20.020,0.000,dhp
1739683516.692,-23.926,-42.480,-28.320,-21.973,0.000,dhp
1739683516.696,-18.555,-36.621,-36.621,-18.555,0.000,dhp
1739683516.700,-15.137,-37.598,-36.621,-20.996,0.000,dhp
1739683516.704,-11.230,-42.969,-33.203,-9.277,0.000,dhp
1739683516.708,-15.625,-38.574,-37.109,-8.789,0.000,dhp
1739683516.711,-19.043,-30.273,-42.969,-27.832,0.000,dhp
