timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739685043.096,-42.969,-47.363,-42.969,-34.668,0.000,CFM
1739685043.100,-30.273,-46.387,-40.527,-35.156,0.000,CFM
1739685043.104,-21.484,-42.969,-39.062,-36.133,0.000,CFM
1739685043.108,-9.766,-38.574,-39.062,-29.785,0.000,CFM
1739685043.112,-3.906,-39.551,-31.738,-23.438,0.000,CFM
1739685043.116,-11.719,-41.992,-30.273,-31.738,0.000,CFM
1739685043.119,-16.602,-37.109,-32.227,-40.039,0.000,CFM
1739685043.123,-24.414,-40.039,-34.180,-38.574,0.000,CFM
1739685043.127,-23.438,-43.945,-33.203,-27.832,0.000,CFM
1739685043.131,-16.602,-36.621,-28.320,-21.973,0.000,CFM
1739685043.135,-19.043,-36.133,-30.762,-22.461,0.000,CFM
1739685043.139,-15.625,-39.062,-29.297,-14.160,0.000,CFM
1739685043.143,-4.883,-34.668,-25.879,-6.836,0.000,CFM
1739685043.147,-0.488,-32.227,-22.461,-10.742,0.000,CFM
1739685043.151,-2.441,-31.738,-19.043,-11.719,0.000,CFM
1739685043.155,-3.418,-34.668,-23.438,-13.184,0.000,CFM
1739685043.159,-6.836,-41.992,-29.785,-17.578,0.000,CFM
1739685043.162,-1.953,-43.945,-25.391,-13.672,0.000,CFM
1739685043.166,3.418,-43.457,-22.949,-11.719,0.000,CFM
1739685043.170,8.789,-45.410,-29.297,-7.812,0.000,CFM
1739685043.174,5.859,-41.504,-27.344,-6.348,0.000,CFM
1739685043.178,6.836,-36.621,-19.043,-3.906,0.000,CFM
1739685043.182,11.230,-41.992,-21.973,-2.441,0.000,CFM
1739685043.186,5.859,-45.410,-24.902,-10.254,0.000,CFM
1739685043.190,-2.441,-41.016,-26.367,-15.137,0.000,CFM
1739685043.194,-3.418,-38.574,-29.297,-15.625,0.000,CFM
1739685043.198,2.441,-41.992,-34.180,-18.066,0.000,CFM
1739685043.201,8.301,-40.039,-32.715,-15.137,0.000,CFM
1739685043.205,5.371,-37.598,-25.391,-9.766,0.000,CFM
1739685043.209,6.348,-36.133,-23.438,-7.812,0.000,CFM
1739685043.213,5.371,-36.133,-26.855,-7.812,0.000,CFM
1739685043.217,-1.465,-42.480,-30.273,-10.254,0.000,CFM
1739685043.221,-15.137,-45.410,-27.832,-20.996,0.000,CFM
1739685043.225,-20.508,-42.969,-26.855,-25.391,0.000,CFM
1739685043.229,-12.695,-39.062,-28.320,-22.949,0.000,CFM
1739685043.233,-7.812,-39.062,-28.320,-20.996,0.000,CFM
1739685043.237,-2.441,-39.062,-31.250,-10.254,0.000,CFM
1739685043.241,4.883,-37.598,-29.297,-5.371,0.000,CFM
