timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739684461.382,-1.953,-23.926,-25.879,-29.297,0.000,FBH
1739684461.386,6.348,-22.949,-23.926,-19.531,0.000,FBH
1739684461.390,6.348,-22.949,-24.902,0.977,0.000,FBH
1739684461.394,-13.184,-38.086,-19.531,20.508,0.000,FBH
1739684461.398,-3.418,-46.875,-21.484,9.277,0.000,FBH
1739684461.402,0.000,-36.133,-34.180,-12.207,0.000,FBH
1739684461.406,-26.367,-28.320,-29.297,-11.230,0.000,FBH
1739684461.410,-20.996,-27.832,-27.832,-15.137,0.000,FBH
1739684461.414,-12.207,-32.227,-35.156,-8.301,0.000,FBH
1739684461.417,-14.648,-34.180,-32.715,-1.465,0.000,FBH
1739684461.421,-16.113,-25.879,-26.367,-1.465,0.000,FBH
1739684461.425,-5.859,-26.855,-30.273,12.207,0.000,FBH
1739684461.429,15.137,-35.156,-34.668,4.395,0.000,FBH
1739684461.433,11.230,-34.668,-35.156,-8.789,0.000,FBH
1739684461.437,-14.648,-36.133,-35.645,0.000,0.000,FBH
1739684461.441,-38.574,-38.086,-33.203,-11.230,0.000,FBH
1739684461.445,-39.062,-37.109,-28.809,-23.438,0.000,FBH
1739684461.449,-17.090,-37.598,-28.809,-18.066,0.000,FBH
1739684461.453,-15.625,-34.180,-27.344,-12.207,0.000,FBH
1739684461.456,-14.160,-31.738,-19.043,6.836,0.000,FBH
1739684461.460,-5.859,-34.668,-20.020,8.789,0.000,FBH
1739684461.464,0.000,-32.715,-23.438,4.395,0.000,FBH
1739684461.468,13.184,-29.785,-20.996,6.348,0.000,FBH
1739684461.472,-3.906,-34.668,-22.461,2.441,0.000,FBH
1739684461.476,-44.434,-40.039,-23.438,5.371,0.000,FBH
1739684461.480,-52.246,-36.133,-24.414,6.348,0.000,FBH
1739684461.484,-37.109,-30.762,-31.738,-6.836,0.000,FBH
1739684461.488,-22.461,-32.227,-39.551,-9.766,0.000,FBH
1739684461.492,-23.926,-33.691,-36.621,7.324,0.000,FBH
1739684461.496,-31.738,-36.133,-30.273,10.254,0.000,FBH
1739684461.499,-33.203,-34.180,-29.785,-17.578,0.000,FBH
1739684461.503,-48.828,-33.203,-29.297,-22.461,0.000,FBH
1739684461.507,-50.293,-31.250,-24.414,-8.789,0.000,FBH
1739684461.511,-29.785,-25.391,-12.207,-24.414,0.000,FBH
1739684461.515,-34.180,-29.785,-16.602,-37.109,0.000,FBH
1739684461.519,-50.781,-33.691,-28.320,-34.180,0.000,FBH
1739684461.523,-49.805,-32.227,-25.391,-21.484,0.000,FBH
1739684461.527,-54.199,-28.320,-21.484,-28.320,0.000,FBH
1739684461.531,-39.062,-29.785,-21.973,-48.340,0.000,FBH
1739684461.535,-29.785,-28.809,-19.531,-38.086,0.000,FBH
1739684461.538,-22.949,-25.391,-17.578,-42.480,0.000,FBH
1739684461.542,-11.719,-25.879,-20.508,-61.035,0.000,FBH
1739684461.546,-16.602,-26.855,-21.973,-58.594,0.000,FBH
1739684461.550,-33.203,-36.133,-22.949,-29.785,0.000,FBH
1739684461.554,-52.246,-42.969,-21.484,-25.391,0.000,FBH
1739684461.558,-57.617,-29.785,-15.137,-42.969,0.000,FBH
1739684461.562,-45.898,-26.367,-14.160,-29.297,0.000,FBH
1739684461.566,-26.855,-28.809,-18.555,-29.785,0.000,FBH
1739684461.570,-28.809,-25.391,-24.902,-42.969,0.000,FBH
1739684461.574,-25.391,-31.250,-23.926,-43.945,0.000,FBH
1739684461.578,-13.184,-27.344,-25.391,-32.715,0.000,FBH
1739684461.581,-19.531,-16.113,-29.297,-41.504,0.000,FBH
1739684461.585,-17.578,-16.113,-26.855,-46.387,0.000,FBH
1739684461.589,-17.090,-20.020,-23.926,-34.668,0.000,FBH
1739684461.593,-14.160,-17.090,-28.320,-39.062,0.000,FBH
1739684461.597,-18.066,-9.277,-31.738,-50.781,0.000,FBH
1739684461.601,-8.301,-5.859,-33.203,-44.434,0.000,FBH
1739684461.605,4.883,-11.230,-33.203,-30.273,0.000,FBH
1739684461.609,-11.230,-18.555,-33.203,-32.715,0.000,FBH
1739684461.613,-23.438,-20.508,-40.039,-35.645,0.000,FBH
1739684461.617,-14.648,-17.578,-35.645,-36.621,0.000,FBH
1739684461.621,-4.883,-15.625,-32.227,-24.902,0.000,FBH
1739684461.624,9.766,-18.066,-31.250,-15.625,0.000,FBH
1739684461.628,-8.301,-18.066,-27.832,-24.902,0.000,FBH
1739684461.632,-18.555,-18.066,-26.367,-19.531,0.000,FBH
1739684461.636,-10.742,-20.508,-29.785,-12.695,0.000,FBH
1739684461.640,-1.953,-20.508,-37.598,-16.113,0.000,FBH
1739684461.644,4.395,-15.137,-33.691,-22.461,0.000,FBH
1739684461.648,5.371,-12.207,-29.297,-31.250,0.000,FBH
1739684461.652,9.277,-17.578,-32.715,-24.414,0.000,FBH
1739684461.656,8.789,-20.508,-33.203,-15.137,0.000,FBH
1739684461.659,22.949,-16.602,-29.297,-4.395,0.000,FBH
1739684461.663,7.812,-14.648,-24.414,3.418,0.000,FBH
1739684461.667,-3.906,-16.113,-26.367,-2.441,0.000,FBH
1739684461.671,-0.488,-17.090,-30.762,-8.789,0.000,FBH
1739684461.675,-14.160,-19.531,-29.785,-16.602,0.000,FBH
1739684461.679,-12.207,-20.020,-23.438,-8.301,0.000,FBH
1739684461.683,-8.789,-19.531,-22.461,0.488,0.000,FBH
1739684461.687,-14.160,-19.531,-24.902,5.859,0.000,FBH
1739684461.691,-9.766,-20.996,-22.949,6.836,0.000,FBH
1739684461.695,2.441,-21.484,-20.020,3.906,0.000,FBH
1739684461.699,6.836,-19.531,-24.902,19.043,0.000,FBH
1739684461.702,13.672,-16.113,-27.832,25.879,0.000,FBH
1739684461.706,34.180,-13.184,-20.996,8.789,0.000,FBH
1739684461.710,23.926,-17.578,-19.531,9.766,0.000,FBH
1739684461.714,0.977,-23.438,-18.066,24.414,0.000,FBH
1739684461.718,-6.348,-20.996,-15.625,24.902,0.000,FBH
1739684461.722,-10.254,-17.578,-17.578,18.066,0.000,FBH
1739684461.726,10.254,-20.996,-19.043,16.113,0.000,FBH
1739684461.730,21.484,-27.344,-21.484,11.230,0.000,FBH
1739684461.734,13.184,-25.391,-24.414,7.812,0.000,FBH
1739684461.738,-4.395,-22.949,-21.484,10.254,0.000,FBH
1739684461.742,1.465,-26.855,-18.555,12.695,0.000,FBH
1739684461.745,20.020,-28.320,-21.973,17.090,0.000,FBH
1739684461.749,4.883,-28.320,-26.367,9.766,0.000,FBH
1739684461.753,-9.277,-31.738,-28.320,3.418,0.000,FBH
1739684461.757,-15.625,-37.109,-29.297,0.977,0.000,FBH
1739684461.761,-30.762,-32.715,-28.809,1.953,0.000,FBH
1739684461.765,-30.762,-29.297,-25.391,0.977,0.000,FBH
1739684461.769,-17.090,-27.832,-20.996,-1.953,0.000,FBH
1739684461.773,-13.184,-25.879,-25.391,-2.930,0.000,FBH
1739684461.777,-10.742,-30.273,-31.250,0.977,0.000,FBH
1739684461.781,-15.137,-28.809,-23.438,6.348,0.000,FBH
1739684461.784,-21.973,-26.367,-20.508,0.488,0.000,FBH
1739684461.788,-5.371,-28.809,-26.855,-2.930,0.000,FBH
1739684461.792,-18.555,-22.461,-30.273,-9.277,0.000,FBH
1739684461.796,-16.602,-18.555,-23.926,-12.207,0.000,FBH
1739684461.800,8.789,-20.996,-24.902,-17.090,0.000,FBH
1739684461.804,-9.766,-24.902,-30.273,-0.977,0.000,FBH
1739684461.808,-25.879,-22.461,-25.879,9.277,0.000,FBH
1739684461.812,-12.695,-22.461,-22.949,0.000,0.000,FBH
1739684461.816,-21.973,-27.832,-24.902,5.371,0.000,FBH
1739684461.820,-22.461,-26.367,-22.949,8.301,0.000,FBH
1739684461.824,-5.371,-24.414,-19.531,9.277,0.000,FBH
1739684461.827,-24.902,-22.949,-18.555,6.836,0.000,FBH
1739684461.831,-11.230,-25.391,-19.531,1.465,0.000,FBH
1739684461.835,10.254,-28.809,-24.902,4.395,0.000,FBH
1739684461.839,-3.906,-27.832,-20.508,2.930,0.000,FBH
1739684461.843,-7.324,-26.855,-15.625,1.953,0.000,FBH
1739684461.847,14.160,-24.902,-16.113,-2.441,0.000,FBH
1739684461.851,11.230,-22.461,-18.066,-13.184,0.000,FBH
1739684461.855,-21.973,-22.949,-21.973,-19.043,0.000,FBH
1739684461.859,-29.785,-24.902,-20.996,-21.484,0.000,FBH
1739684461.863,-22.461,-25.879,-21.484,-24.902,0.000,FBH
1739684461.867,-32.715,-29.297,-30.762,-34.668,0.000,FBH
1739684461.870,-65.918,-34.668,-29.785,-41.504,0.000,FBH
1739684461.874,-66.406,-31.738,-25.391,-37.598,0.000,FBH
1739684461.878,-48.828,-31.738,-27.832,-26.855,0.000,FBH
1739684461.882,-56.152,-33.691,-29.785,-8.789,0.000,FBH
1739684461.886,-63.965,-28.320,-25.879,-1.953,0.000,FBH
1739684461.890,-55.176,-23.438,-20.508,-19.043,0.000,FBH
1739684461.894,-47.363,-26.855,-24.902,-20.996,0.000,FBH
1739684461.898,-35.645,-25.879,-27.344,-1.953,0.000,FBH
1739684461.902,-33.691,-19.043,-26.367,-12.695,0.000,FBH
1739684461.906,-32.715,-20.996,-27.832,-33.691,0.000,FBH
1739684461.909,-31.738,-23.438,-27.832,-33.203,0.000,FBH
1739684461.913,-23.438,-21.973,-27.344,-24.902,0.000,FBH
1739684461.917,-24.414,-25.391,-28.320,-11.230,0.000,FBH
1739684461.921,-34.180,-21.484,-25.391,-15.137,0.000,FBH
1739684461.925,-14.648,-21.484,-22.949,-15.137,0.000,FBH
1739684461.929,-17.578,-29.785,-19.043,-5.859,0.000,FBH
1739684461.933,-31.250,-28.809,-14.648,-13.184,0.000,FBH
1739684461.937,-3.418,-25.879,-15.137,-14.648,0.000,FBH
1739684461.941,-9.766,-25.879,-14.648,-20.508,0.000,FBH
1739684461.945,-17.578,-28.809,-16.113,-26.367,0.000,FBH
1739684461.949,-27.344,-26.855,-21.973,-23.438,0.000,FBH
1739684461.952,-66.895,-31.250,-25.391,-21.484,0.000,FBH
1739684461.956,-61.523,-37.598,-24.902,-21.484,0.000,FBH
1739684461.960,-37.109,-30.762,-23.438,-19.531,0.000,FBH
1739684461.964,-21.484,-21.484,-28.809,-16.602,0.000,FBH
1739684461.968,-16.113,-24.414,-26.367,-20.020,0.000,FBH
1739684461.972,-18.555,-35.156,-20.508,-16.113,0.000,FBH
1739684461.976,-20.508,-40.039,-13.672,-12.695,0.000,FBH
1739684461.980,-36.133,-38.574,-14.648,-16.602,0.000,FBH
1739684461.984,-53.711,-36.621,-23.438,-22.461,0.000,FBH
1739684461.988,-36.621,-35.156,-26.855,-12.207,0.000,FBH
1739684461.991,-16.602,-34.180,-20.508,-7.812,0.000,FBH
1739684461.995,-18.066,-40.527,-17.578,-26.367,0.000,FBH
1739684461.999,-11.719,-43.945,-20.508,-23.438,0.000,FBH
1739684462.003,-25.879,-39.062,-23.438,-15.137,0.000,FBH
1739684462.007,-33.691,-30.762,-22.949,-20.508,0.000,FBH
1739684462.011,-39.551,-30.273,-19.043,-14.160,0.000,FBH
1739684462.015,-46.875,-35.156,-24.414,-8.789,0.000,FBH
1739684462.019,-33.691,-40.527,-23.926,-15.137,0.000,FBH
1739684462.023,-31.738,-44.434,-18.066,-28.809,0.000,FBH
1739684462.027,-24.902,-41.992,-19.043,-34.180,0.000,FBH
1739684462.030,-17.090,-33.691,-18.555,-27.344,0.000,FBH
1739684462.034,-11.230,-29.785,-18.066,-18.555,0.000,FBH
1739684462.038,-6.348,-31.250,-20.020,-11.230,0.000,FBH
1739684462.042,-3.418,-32.227,-21.973,-14.160,0.000,FBH
1739684462.046,-3.906,-27.832,-22.461,-14.160,0.000,FBH
1739684462.050,-17.090,-24.414,-20.020,-18.555,0.000,FBH
1739684462.054,-20.508,-26.855,-15.625,-21.484,0.000,FBH
1739684462.058,-13.672,-34.668,-19.043,-21.484,0.000,FBH
1739684462.062,-26.855,-34.180,-29.297,-29.785,0.000,FBH
1739684462.066,-27.344,-22.949,-26.367,-29.297,0.000,FBH
1739684462.070,-15.137,-21.973,-22.949,-32.227,0.000,FBH
1739684462.073,-34.668,-32.227,-20.508,-31.738,0.000,FBH
1739684462.077,-37.109,-33.691,-19.043,-30.762,0.000,FBH
1739684462.081,-22.949,-24.414,-20.996,-23.926,0.000,FBH
1739684462.085,-25.391,-22.949,-17.090,-37.109,0.000,FBH
1739684462.089,-36.133,-24.414,-12.695,-50.293,0.000,FBH
1739684462.093,-30.273,-18.555,-13.184,-41.504,0.000,FBH
1739684462.097,-25.391,-19.531,-12.207,-28.320,0.000,FBH
1739684462.101,-32.715,-25.879,-12.695,-25.391,0.000,FBH
1739684462.105,-33.203,-27.832,-18.555,-25.391,0.000,FBH
1739684462.109,-18.066,-24.902,-22.461,-29.297,0.000,FBH
1739684462.113,-3.418,-25.879,-19.531,-38.086,0.000,FBH
1739684462.116,-20.508,-26.367,-19.043,-23.438,0.000,FBH
1739684462.120,-38.086,-25.391,-22.461,-20.508,0.000,FBH
1739684462.124,-34.180,-27.832,-24.414,-35.645,0.000,FBH
1739684462.128,-43.945,-29.297,-20.020,-31.738,0.000,FBH
1739684462.132,-43.457,-32.715,-17.578,-26.855,0.000,FBH
1739684462.136,-29.785,-29.297,-22.461,-37.109,0.000,FBH
1739684462.140,-25.879,-23.926,-22.461,-27.832,0.000,FBH
1739684462.144,-16.113,-26.367,-22.461,-20.020,0.000,FBH
1739684462.148,-8.301,-31.250,-28.320,-31.250,0.000,FBH
1739684462.152,-7.812,-34.180,-32.715,-28.809,0.000,FBH
