timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739684481.579,-24.902,-49.316,-0.488,-30.762,0.000,FBH
1739684481.583,-19.531,-51.758,-1.465,-36.133,0.000,FBH
1739684481.587,-8.789,-54.688,-0.488,-34.668,0.000,FBH
1739684481.591,-18.066,-53.711,5.859,-47.363,0.000,FBH
1739684481.595,-31.738,-53.711,1.953,-62.012,0.000,FBH
1739684481.599,-30.762,-55.664,-5.859,-60.059,0.000,FBH
1739684481.602,-26.367,-56.152,-10.742,-57.129,0.000,FBH
1739684481.606,-23.926,-54.199,-3.906,-49.316,0.000,FBH
1739684481.610,-14.648,-53.711,4.395,-41.504,0.000,FBH
1739684481.614,-20.020,-53.223,-4.883,-46.875,0.000,FBH
1739684481.618,-33.691,-57.129,-7.324,-57.617,0.000,FBH
1739684481.622,-32.715,-61.035,-2.441,-45.410,0.000,FBH
1739684481.626,-41.016,-60.547,-5.859,-57.129,0.000,FBH
1739684481.630,-41.016,-56.641,-7.812,-70.801,0.000,FBH
1739684481.634,-37.109,-49.316,-9.766,-57.129,0.000,FBH
1739684481.638,-20.508,-46.387,-13.672,-67.383,0.000,FBH
1739684481.641,-8.301,-55.176,-16.602,-71.289,0.000,FBH
1739684481.645,-30.762,-58.594,-19.043,-61.523,0.000,FBH
1739684481.649,-38.086,-51.758,-18.066,-55.664,0.000,FBH
1739684481.653,-44.434,-50.293,-16.113,-57.129,0.000,FBH
1739684481.657,-58.594,-55.176,-22.461,-58.594,0.000,FBH
1739684481.661,-41.992,-47.363,-21.484,-46.875,0.000,FBH
1739684481.665,-21.973,-40.039,-14.648,-36.133,0.000,FBH
1739684481.669,-21.484,-44.922,-14.160,-31.738,0.000,FBH
1739684481.673,-26.855,-50.293,-20.508,-21.973,0.000,FBH
1739684481.677,-22.461,-49.316,-25.391,-22.461,0.000,FBH
1739684481.681,-22.949,-50.293,-22.461,-27.832,0.000,FBH
1739684481.684,-32.227,-52.246,-18.555,-32.715,0.000,FBH
1739684481.688,-42.969,-55.176,-21.973,-41.992,0.000,FBH
1739684481.692,-37.598,-65.430,-27.832,-42.480,0.000,FBH
1739684481.696,-31.738,-64.941,-25.391,-46.387,0.000,FBH
1739684481.700,-31.250,-51.758,-22.949,-46.875,0.000,FBH
1739684481.704,-27.344,-47.852,-23.926,-38.574,0.000,FBH
1739684481.708,-14.648,-47.852,-22.949,-34.668,0.000,FBH
1739684481.712,-5.859,-45.410,-19.043,-33.203,0.000,FBH
1739684481.716,-1.465,-47.363,-22.461,-38.086,0.000,FBH
1739684481.720,-12.695,-47.852,-29.785,-35.645,0.000,FBH
1739684481.724,-32.227,-48.340,-31.738,-35.156,0.000,FBH
1739684481.727,-23.438,-48.340,-31.250,-36.133,0.000,FBH
1739684481.731,-37.598,-47.363,-31.738,-25.391,0.000,FBH
1739684481.735,-62.012,-49.805,-29.785,-36.133,0.000,FBH
1739684481.739,-50.293,-51.758,-28.320,-44.922,0.000,FBH
1739684481.743,-43.457,-46.875,-26.367,-42.969,0.000,FBH
1739684481.747,-47.363,-44.922,-28.809,-51.758,0.000,FBH
1739684481.751,-42.480,-51.758,-31.250,-45.898,0.000,FBH
1739684481.755,-38.086,-50.781,-31.250,-36.133,0.000,FBH
1739684481.759,-35.156,-44.922,-25.879,-40.527,0.000,FBH
1739684481.763,-22.949,-43.945,-20.996,-34.180,0.000,FBH
1739684481.766,-9.766,-41.504,-21.484,-24.902,0.000,FBH
1739684481.770,-28.320,-42.969,-20.020,-39.551,0.000,FBH
1739684481.774,-39.062,-46.875,-18.066,-46.875,0.000,FBH
1739684481.778,-26.855,-60.059,-19.531,-28.809,0.000,FBH
1739684481.782,-28.809,-52.734,-19.531,-16.602,0.000,FBH
1739684481.786,-32.227,-33.691,-20.508,-26.367,0.000,FBH
1739684481.790,-15.625,-29.785,-22.461,-35.156,0.000,FBH
1739684481.794,-5.859,-32.715,-22.461,-28.809,0.000,FBH
1739684481.798,-10.254,-45.410,-24.414,-16.602,0.000,FBH
1739684481.802,-19.043,-45.410,-24.902,-17.578,0.000,FBH
1739684481.805,-25.879,-27.832,-24.414,-23.438,0.000,FBH
1739684481.809,-29.297,-28.809,-22.949,-15.137,0.000,FBH
1739684481.813,-35.645,-31.250,-17.578,-14.648,0.000,FBH
1739684481.817,-45.898,-29.785,-15.625,-23.438,0.000,FBH
1739684481.821,-57.129,-40.039,-19.043,-19.531,0.000,FBH
1739684481.825,-46.875,-44.922,-24.414,-25.879,0.000,FBH
1739684481.829,-42.969,-41.992,-31.738,-42.480,0.000,FBH
1739684481.833,-56.641,-39.062,-30.762,-50.781,0.000,FBH
1739684481.837,-51.270,-41.016,-28.809,-46.387,0.000,FBH
1739684481.841,-27.344,-47.363,-36.133,-29.297,0.000,FBH
1739684481.845,-16.602,-53.711,-41.992,-23.926,0.000,FBH
1739684481.848,-15.137,-47.852,-36.133,-30.762,0.000,FBH
1739684481.852,-20.508,-42.480,-35.156,-25.879,0.000,FBH
1739684481.856,-15.137,-41.504,-34.668,-13.672,0.000,FBH
1739684481.860,-3.418,-37.109,-29.297,-14.160,0.000,FBH
1739684481.864,-20.996,-43.457,-31.738,-32.715,0.000,FBH
1739684481.868,-31.738,-47.852,-27.832,-32.227,0.000,FBH
1739684481.872,-20.020,-49.805,-25.391,-14.160,0.000,FBH
1739684481.876,34.668,-50.293,-26.367,11.719,0.000,FBH
1739684481.880,62.988,-43.457,-31.250,13.672,0.000,FBH
1739684481.884,-1.465,-46.387,-41.992,-86.426,0.000,FBH
1739684481.887,-76.660,-48.828,-43.457,-133.301,0.000,FBH
1739684481.891,-85.938,-39.062,-40.527,-86.914,0.000,FBH
1739684481.895,-64.453,-40.527,-41.016,-71.777,0.000,FBH
1739684481.899,-52.734,-51.270,-41.992,-43.945,0.000,FBH
1739684481.903,-47.852,-55.176,-35.645,-12.207,0.000,FBH
1739684481.907,-66.895,-42.969,-34.668,-49.316,0.000,FBH
1739684481.911,-50.293,-37.598,-38.086,-37.598,0.000,FBH
1739684481.915,-33.691,-46.875,-39.062,-10.254,0.000,FBH
1739684481.919,-42.969,-40.039,-39.551,-78.125,0.000,FBH
1739684481.923,-44.922,-39.551,-34.180,-129.395,0.000,FBH
1739684481.927,-41.992,-42.969,-33.203,-119.141,0.000,FBH
1739684481.930,-24.414,-33.691,-35.645,-90.820,0.000,FBH
1739684481.934,-7.812,-27.344,-28.809,-63.965,0.000,FBH
1739684481.938,3.418,-24.902,-27.344,-61.035,0.000,FBH
1739684481.942,-32.715,-23.926,-31.738,-76.172,0.000,FBH
1739684481.946,-49.805,-24.902,-27.832,-82.520,0.000,FBH
1739684481.950,-20.996,-31.738,-31.250,-71.777,0.000,FBH
1739684481.954,-17.090,-37.598,-27.344,-54.199,0.000,FBH
1739684481.958,-15.625,-36.621,-19.531,-46.387,0.000,FBH
1739684481.962,-9.277,-33.691,-23.926,-52.246,0.000,FBH
1739684481.966,22.949,-30.273,-20.996,-60.547,0.000,FBH
1739684481.970,27.344,-23.926,-13.672,-58.105,0.000,FBH
1739684481.973,-24.902,-32.715,-13.672,-39.551,0.000,FBH
1739684481.977,-66.406,-42.969,-12.207,-22.461,0.000,FBH
1739684481.981,-66.406,-38.086,-6.348,-33.203,0.000,FBH
1739684481.985,-48.340,-32.715,1.465,-45.898,0.000,FBH
1739684481.989,-38.086,-32.715,0.488,-43.945,0.000,FBH
