timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1739684978.515,-24.414,-34.180,-40.039,-25.879,0.000,CFM
1739684978.519,-40.039,-37.598,-42.480,-28.320,0.000,CFM
1739684978.523,-45.898,-35.645,-44.434,-32.715,0.000,CFM
1739684978.527,-35.645,-32.227,-41.016,-29.297,0.000,CFM
1739684978.531,-30.273,-35.645,-36.621,-29.785,0.000,CFM
1739684978.535,-38.086,-41.016,-37.109,-32.227,0.000,CFM
1739684978.539,-43.945,-38.574,-37.109,-27.344,0.000,CFM
1739684978.543,-37.109,-31.738,-35.156,-22.461,0.000,CFM
1739684978.546,-30.762,-34.180,-33.203,-20.508,0.000,CFM
1739684978.550,-25.391,-36.133,-33.691,-10.254,0.000,CFM
1739684978.554,-21.973,-32.227,-32.227,-13.184,0.000,CFM
1739684978.558,-27.344,-28.809,-33.691,-16.602,0.000,CFM
1739684978.562,-22.949,-26.855,-36.133,-11.719,0.000,CFM
1739684978.566,-16.113,-27.832,-30.273,-7.324,0.000,CFM
1739684978.570,-25.879,-30.273,-31.738,-9.766,0.000,CFM
1739684978.574,-36.133,-33.691,-41.016,-21.484,0.000,CFM
1739684978.578,-37.598,-40.039,-45.410,-23.438,0.000,CFM
1739684978.582,-44.922,-41.016,-43.945,-19.043,0.000,CFM
1739684978.585,-44.434,-36.133,-42.480,-23.926,0.000,CFM
1739684978.589,-41.016,-36.621,-40.527,-28.320,0.000,CFM
1739684978.593,-39.062,-44.434,-39.062,-25.391,0.000,CFM
1739684978.597,-37.598,-44.434,-41.016,-32.227,0.000,CFM
1739684978.601,-47.363,-39.062,-38.086,-33.203,0.000,CFM
1739684978.605,-52.734,-42.969,-28.809,-28.320,0.000,CFM
1739684978.609,-47.363,-48.828,-24.902,-27.344,0.000,CFM
1739684978.613,-50.293,-44.922,-26.367,-28.320,0.000,CFM
1739684978.617,-47.363,-41.504,-28.320,-29.785,0.000,CFM
1739684978.621,-38.574,-41.504,-29.297,-24.414,0.000,CFM
1739684978.625,-43.945,-42.969,-33.691,-20.020,0.000,CFM
1739684978.628,-40.039,-44.434,-37.109,-19.043,0.000,CFM
1739684978.632,-37.109,-41.016,-35.156,-20.508,0.000,CFM
1739684978.636,-41.992,-42.480,-34.180,-22.461,0.000,CFM
